t(s),Adsorbed H on surface 1,Total T surface 1
6611.567182602118,4.658812441908566e+18,357.83591301058914
6611.617182602118,4.656010053243279e+18,358.08591301058914
6611.667182602118,4.653154407345208e+18,358.33591301058914
6611.717182602119,4.650244834167857e+18,358.5859130105964
6611.767182602119,4.647280665188393e+18,358.8359130105964
6611.817182602119,4.644261233687095e+18,359.0859130105964
6611.867182602119,4.641185875026445e+18,359.3359130105964
6611.917182602119,4.6380539269294e+18,359.5859130105964
6611.9671826021195,4.634864729756409e+18,359.8359130105964
6612.01718260212,4.631617626780738e+18,360.0859130105964
6612.06718260212,4.628311964461645e+18,360.3359130105964
6612.11718260212,4.624947092714974e+18,360.5859130105964
6612.16718260212,4.621522365180711e+18,360.8359130106037
6612.21718260212,4.618037139487082e+18,361.0859130106037
6612.267182602121,4.614490777510739e+18,361.3359130106037
6612.317182602121,4.61088264563261e+18,361.5859130106037
6612.367182602121,4.607212114989011e+18,361.8359130106037
6612.417182602121,4.6034785617175864e+18,362.0859130106037
6612.467182602121,4.5996813671976863e+18,362.3359130106037
6612.5171826021215,4.5958199182847944e+18,362.58591301061097
6612.567182602122,4.591893607538641e+18,362.83591301061097
6612.617182602122,4.587901833444616e+18,363.08591301061097
6612.667182602122,4.5838440006281697e+18,363.33591301061097
6612.717182602122,4.579719520061856e+18,363.58591301061097
6612.767182602122,4.575527809264724e+18,363.83591301061097
6612.817182602123,4.571268292493768e+18,364.08591301061097
6612.867182602123,4.56694040092717e+18,364.33591301061097
6612.917182602123,4.5625435728390973e+18,364.58591301061097
6612.967182602123,4.5580772537658327e+18,364.83591301061824
6613.017182602123,4.553540896663056e+18,365.08591301061824
6613.0671826021235,4.548933962054083e+18,365.33591301061824
6613.117182602124,4.544255918168944e+18,365.58591301061824
6613.167182602124,4.539506241074173e+18,365.83591301061824
6613.217182602124,4.5346844147932206e+18,366.08591301061824
6613.267182602124,4.529789931417429e+18,366.33591301061824
6613.317182602124,4.5248222912075315e+18,366.5859130106255
6613.367182602125,4.519781002685683e+18,366.8359130106255
6613.417182602125,4.5146655827180196e+18,367.0859130106255
6613.467182602125,4.509475556587815e+18,367.3359130106255
6613.517182602125,4.504210458059312e+18,367.5859130106255
6613.567182602125,4.498869829432326e+18,367.8359130106255
6613.6171826021255,4.4934532215877565e+18,368.0859130106255
6613.667182602126,4.487960194024171e+18,368.3359130106255
6613.717182602126,4.482390314885643e+18,368.5859130106255
6613.767182602126,4.476743160981058e+18,368.8359130106328
6613.817182602126,4.4710183177951437e+18,369.0859130106328
6613.867182602126,4.465215379491448e+18,369.3359130106328
6613.917182602127,4.459333948907595e+18,369.5859130106328
6613.967182602127,4.453373637543109e+18,369.8359130106328
6614.017182602127,4.447334065540143e+18,370.0859130106328
6614.067182602127,4.441214861657466e+18,370.3359130106328
6614.117182602127,4.4350156632380836e+18,370.58591301064007
6614.1671826021275,4.428736116170904e+18,370.83591301064007
6614.217182602128,4.422375874846821e+18,371.08591301064007
6614.267182602128,4.415934602109684e+18,371.33591301064007
6614.317182602128,4.4094119692025846e+18,371.58591301064007
6614.367182602128,4.4028076557099156e+18,371.83591301064007
6614.417182602128,4.3961213494956867e+18,372.08591301064007
6614.467182602129,4.3893527466385725e+18,372.33591301064007
6614.517182602129,4.382501551364198e+18,372.58591301064007
6614.567182602129,4.375567475975159e+18,372.83591301064735
6614.617182602129,4.3685502407793183e+18,373.08591301064735
6614.667182602129,4.3614495740168576e+18,373.33591301064735
6614.7171826021295,4.354265211786653e+18,373.58591301064735
6614.76718260213,4.3469968979724954e+18,373.83591301064735
6614.81718260213,4.3396443841696927e+18,374.08591301064735
6614.86718260213,4.332207429612602e+18,374.33591301064735
6614.91718260213,4.324685801103625e+18,374.5859130106546
6614.96718260213,4.317079272944244e+18,374.8359130106546
6615.017182602131,4.309387626868586e+18,375.0859130106546
6615.067182602131,4.301610651980118e+18,375.3359130106546
6615.117182602131,4.2937481446919875e+18,375.5859130106546
6615.167182602131,4.285799908671553e+18,375.8359130106546
6615.217182602131,4.2777657547896463e+18,376.0859130106546
6615.2671826021315,4.2696455010750956e+18,376.3359130106546
6615.317182602132,4.26143897267504e+18,376.5859130106546
6615.367182602132,4.253146001821557e+18,376.8359130106619
6615.417182602132,4.24476642780514e+18,377.0859130106619
6615.467182602132,4.236300096955491e+18,377.3359130106619
6615.517182602132,4.227746862630183e+18,377.5859130106619
6615.567182602133,4.2191065852116603e+18,377.8359130106619
6615.617182602133,4.210379132113075e+18,378.0859130106619
6615.667182602133,4.2015643777934377e+18,378.3359130106619
6615.717182602133,4.1926622037825475e+18,378.5859130106692
6615.767182602133,4.1836724987161974e+18,378.8359130106692
6615.8171826021335,4.1745951583820467e+18,379.0859130106692
6615.867182602134,4.165430085776665e+18,379.3359130106692
6615.917182602134,4.156177191174151e+18,379.5859130106692
6615.967182602134,4.1468363922067564e+18,379.8359130106692
6616.017182602134,4.1374076139579305e+18,380.0859130106692
6616.067182602134,4.127890789068186e+18,380.3359130106692
6616.117182602135,4.1182858578541804e+18,380.5859130106692
6616.167182602135,4.1085927684413834e+18,380.83591301067645
6616.217182602135,4.0988114769107374e+18,381.08591301067645
6616.267182602135,4.0889419474595994e+18,381.33591301067645
6616.317182602135,4.078984152577381e+18,381.58591301067645
6616.3671826021355,4.0689380732361795e+18,381.83591301067645
6616.417182602136,4.058803699096735e+18,382.08591301067645
6616.467182602136,4.048581028730019e+18,382.33591301067645
6616.517182602136,4.0382700698547364e+18,382.5859130106837
6616.567182602136,4.0278708395910676e+18,382.8359130106837
6616.617182602136,4.017383364730839e+18,383.0859130106837
6616.667182602137,4.0068076820244424e+18,383.3359130106837
6616.717182602137,3.996143838484709e+18,383.5859130106837
6616.767182602137,3.9853918917079603e+18,383.8359130106837
6616.817182602137,3.974551910212441e+18,384.0859130106837
6616.867182602137,3.963623973794313e+18,384.3359130106837
